state,account_length,area_code,number_vmail_messages,customer_service_calls,churn,international_plan_total,voice_mail_plan_total,total_calls,total_charges,total_minutes
MN,80,415,0,0,0,1.0,1.0,290,33.79,352.4
AL,134,415,0,1,0,1.0,1.0,283,57.14,580.1
PA,77,510,24,1,0,1.0,1.0,236,46.49999999999999,457.70000000000005
DE,147,510,0,2,0,1.0,1.0,308,56.629999999999995,502.59999999999997
MO,74,415,0,1,0,1.0,1.0,315,58.580000000000005,577.6
IL,138,510,0,1,0,1.0,1.0,315,58.129999999999995,580.8000000000001
FL,143,415,0,0,0,1.0,1.0,357,58.03,642.0
HI,64,415,0,2,0,1.0,1.0,350,61.330000000000005,641.8
ME,120,510,0,2,0,1.0,1.0,213,61.42,558.5999999999999
CO,121,408,0,3,1,1.0,1.0,331,50.949999999999996,516.1
NH,88,415,0,2,0,1.0,1.0,280,66.75999999999999,670.1999999999999
SC,87,408,0,2,1,1.0,1.0,331,83.14,722.6999999999999
IN,100,510,0,0,0,1.0,1.0,321,64.06,580.4
FL,104,415,0,3,0,1.0,1.0,287,35.54,427.7
GA,27,510,0,1,0,1.0,1.0,266,35.72,357.0
IL,81,415,31,0,0,1.0,1.0,321,65.15,614.3
NC,64,510,33,0,0,1.0,1.0,319,48.79,545.6
VT,107,510,28,1,0,1.0,1.0,348,73.59,744.1999999999999
DC,88,415,17,1,0,1.0,1.0,269,69.02,646.0000000000001
VT,111,408,0,3,0,1.0,1.0,348,52.44,604.1
NV,77,415,0,5,0,1.0,1.0,312,63.43,560.3
OR,67,415,0,2,0,1.0,1.0,287,47.89,462.4
AL,102,408,0,1,0,1.0,1.0,308,61.010000000000005,537.5
ND,146,408,19,1,0,1.0,1.0,258,57.489999999999995,569.4
FL,144,415,51,1,0,1.0,1.0,296,76.11,682.2
NE,96,415,0,1,1,1.0,1.0,335,63.010000000000005,677.4
ND,70,415,31,1,0,1.0,1.0,282,52.24,585.3
ME,149,408,0,0,0,1.0,1.0,306,68.53,646.5
IL,129,415,0,2,0,1.0,1.0,300,63.71999999999999,583.7
WA,166,408,0,0,0,1.0,1.0,343,65.14,584.1999999999999
MA,136,408,0,3,1,1.0,1.0,273,58.129999999999995,494.4
KS,149,510,0,3,0,1.0,1.0,267,73.06,727.7
RI,70,415,0,3,0,1.0,1.0,305,56.71,638.4
MO,120,415,24,2,0,1.0,1.0,308,70.92,707.7
IA,66,510,0,2,0,1.0,1.0,383,68.99,630.0
WY,104,408,0,1,0,1.0,1.0,345,54.58,532.1
NV,160,415,0,1,0,1.0,1.0,304,60.97,645.3
WI,129,415,37,1,0,1.0,1.0,286,60.39,567.1
AL,93,408,0,3,1,1.0,1.0,281,79.36999999999999,764.8999999999999
HI,169,415,0,2,0,1.0,1.0,339,58.31,592.9
MO,58,415,0,1,0,1.0,1.0,361,55.55,570.3
CA,75,510,38,3,0,1.0,1.0,363,59.38,669.1999999999999
MO,45,408,0,1,0,1.0,1.0,303,61.419999999999995,590.4999999999999
CT,155,510,0,3,0,1.0,1.0,323,49.74,438.2
MD,52,415,0,4,0,1.0,1.0,324,59.86000000000001,545.6
OH,119,415,27,0,0,1.0,1.0,344,69.81,645.9
NV,86,510,0,1,0,1.0,1.0,263,48.830000000000005,514.4000000000001
MD,42,408,0,0,0,1.0,1.0,324,61.44,585.0
NE,127,510,0,2,0,1.0,1.0,341,61.81,647.6999999999999
OH,123,408,0,0,0,1.0,1.0,338,54.870000000000005,629.5
MA,98,510,0,4,1,1.0,1.0,345,78.13,757.6
OK,149,510,43,1,0,1.0,1.0,284,63.79,633.6999999999999
MA,160,408,0,1,0,1.0,1.0,304,64.77000000000001,719.7
WA,103,415,0,5,0,1.0,1.0,318,58.5,558.6999999999999
HI,132,415,15,1,0,1.0,1.0,328,56.309999999999995,557.9
CO,137,415,0,1,0,1.0,1.0,311,57.57000000000001,601.6
FL,129,415,0,1,0,1.0,1.0,313,69.44,589.1999999999999
WI,62,415,0,1,0,1.0,1.0,248,64.93,519.5
ID,122,510,33,4,0,1.0,1.0,318,75.61,672.9
WY,32,408,0,1,0,1.0,1.0,255,56.78,570.3
GA,86,510,0,3,0,1.0,1.0,329,53.160000000000004,623.0
FL,130,415,0,1,0,1.0,1.0,367,59.47,575.2
WY,42,408,0,1,0,1.0,1.0,326,50.81,455.20000000000005
DE,73,415,0,2,0,1.0,1.0,274,66.49,567.1
ME,66,408,26,2,0,1.0,1.0,341,74.05,694.3000000000001
DC,103,510,31,0,0,1.0,1.0,329,45.599999999999994,501.7
IA,128,408,0,1,0,1.0,1.0,250,63.71,701.2
CO,104,415,0,2,0,1.0,1.0,306,63.29,657.8
MN,103,415,0,0,0,1.0,1.0,331,48.77,432.59999999999997
VT,124,415,0,0,0,1.0,1.0,299,61.5,603.4
AZ,87,510,0,1,0,1.0,1.0,342,43.33,483.09999999999997
LA,109,415,27,1,1,1.0,1.0,278,59.370000000000005,597.7
MO,167,415,0,2,0,1.0,1.0,309,57.63,493.0
ME,97,510,0,4,1,1.0,1.0,263,46.910000000000004,496.6
MD,106,415,0,2,0,1.0,1.0,315,56.67,571.0
VT,125,415,0,2,0,1.0,1.0,363,47.93,502.79999999999995
DC,108,408,35,0,0,1.0,1.0,327,66.73,627.4
WY,125,415,0,1,0,1.0,1.0,337,55.68000000000001,621.8
VA,89,415,32,1,0,1.0,1.0,316,69.35,692.6000000000001
VA,72,510,29,0,0,1.0,1.0,299,46.96,504.5
CT,23,510,0,2,1,1.0,1.0,383,85.46,725.6
HI,149,510,0,7,0,1.0,1.0,305,58.5,601.9000000000001
WI,73,415,0,0,0,1.0,1.0,288,61.84,574.8
MD,61,415,0,1,1,1.0,1.0,323,75.08000000000001,714.2
WV,161,415,0,4,1,1.0,1.0,311,51.489999999999995,481.0
VT,73,408,0,0,0,1.0,1.0,291,62.040000000000006,551.5
UT,118,415,24,1,0,1.0,1.0,230,45.010000000000005,490.09999999999997
CO,23,408,0,6,0,1.0,1.0,274,60.41,591.4000000000001
NC,127,415,25,0,0,1.0,1.0,314,41.150000000000006,515.5
NJ,42,415,32,0,0,1.0,1.0,314,53.72,540.1
AR,118,415,0,5,1,1.0,1.0,368,85.7,807.2
IA,45,510,0,2,0,1.0,1.0,273,47.60000000000001,453.80000000000007
GA,50,408,24,1,0,1.0,1.0,318,77.98,827.2
MO,179,510,0,0,1,1.0,1.0,353,88.13000000000001,851.8
MO,152,408,0,2,0,1.0,1.0,336,40.2,448.8
WY,105,415,0,2,0,1.0,1.0,317,55.24,625.8000000000001
HI,72,415,0,0,0,1.0,1.0,283,43.93000000000001,528.9
PA,52,408,0,1,0,1.0,1.0,307,71.98000000000002,780.9000000000001
TX,125,415,0,1,0,1.0,1.0,324,57.059999999999995,533.6
VA,143,510,0,1,0,1.0,1.0,268,43.06999999999999,455.0
RI,65,415,0,1,0,1.0,1.0,238,47.83,537.1999999999999
WI,80,415,0,1,0,1.0,1.0,283,71.78000000000002,755.8
MS,1,415,0,1,0,1.0,1.0,255,47.74999999999999,489.8
KY,60,408,0,1,0,1.0,1.0,326,51.83,553.1999999999999
NC,43,415,0,1,0,1.0,1.0,318,32.92,371.90000000000003
NV,143,415,0,0,0,1.0,1.0,303,56.42999999999999,508.79999999999995
UT,81,415,24,0,0,1.0,1.0,306,48.129999999999995,476.8
ME,205,510,24,2,0,1.0,1.0,306,53.31,519.3
HI,24,415,0,1,0,1.0,1.0,326,64.88999999999999,608.2
OH,74,415,0,0,0,1.0,1.0,329,57.26,640.3999999999999
WV,77,510,0,1,0,1.0,1.0,293,42.02,511.9
OK,74,415,0,1,0,1.0,1.0,312,69.89,671.7
KY,74,510,0,1,1,1.0,1.0,346,52.18,555.0
AL,200,408,0,1,0,1.0,1.0,317,44.120000000000005,450.2
MD,86,408,0,4,0,1.0,1.0,290,72.44000000000001,717.9
NE,91,510,37,0,0,1.0,1.0,320,62.43,682.8000000000001
DC,76,415,0,2,0,1.0,1.0,294,60.8,562.8000000000001
TX,130,415,0,1,0,1.0,1.0,288,52.62,594.5999999999999
OH,56,408,0,2,0,1.0,1.0,302,47.47,582.9999999999999
DE,117,415,0,0,0,1.0,1.0,354,62.629999999999995,630.5
IA,63,510,0,2,0,1.0,1.0,286,62.64,677.5
VT,126,415,0,0,0,1.0,1.0,314,61.51,581.8
OR,132,510,0,1,0,1.0,1.0,324,65.85,683.4
NV,81,415,28,4,1,1.0,1.0,361,55.919999999999995,560.8000000000001
NC,122,415,0,2,0,1.0,1.0,291,56.56,570.2
NJ,46,408,0,2,1,1.0,1.0,270,78.77000000000001,736.3
MN,150,415,28,1,0,1.0,1.0,289,56.129999999999995,556.9
ID,99,408,0,1,0,1.0,1.0,321,54.14,579.1999999999999
AL,87,408,0,1,0,1.0,1.0,295,70.01,644.0999999999999
AK,108,415,0,1,0,1.0,1.0,324,47.9,523.4
VT,101,415,0,4,0,1.0,1.0,257,58.0,595.7
PA,53,415,0,3,0,1.0,1.0,325,58.129999999999995,525.8000000000001
AK,132,415,39,2,0,1.0,1.0,308,58.25,597.0
CA,158,510,0,2,0,1.0,1.0,359,57.830000000000005,609.7
MS,114,415,34,0,0,1.0,1.0,359,57.230000000000004,594.5999999999999
AR,77,415,23,2,0,1.0,1.0,250,62.43,605.9
NV,144,415,0,0,0,1.0,1.0,278,60.919999999999995,635.9
AL,91,510,23,3,0,1.0,1.0,316,67.21,621.1999999999999
GA,58,408,0,2,0,1.0,1.0,310,50.13,487.70000000000005
AR,5,415,0,3,0,1.0,1.0,206,63.0,613.8
MA,97,408,0,0,0,1.0,1.0,245,72.14,693.0
NJ,107,415,0,3,0,1.0,1.0,296,60.79,589.7
MO,142,415,30,1,0,1.0,1.0,260,55.339999999999996,600.5999999999999
NY,9,408,31,1,0,1.0,1.0,332,62.36,600.8999999999999
AZ,73,415,0,0,0,1.0,1.0,324,59.709999999999994,558.1
NJ,48,510,22,2,1,1.0,1.0,308,63.92000000000001,689.7
WV,43,408,0,0,0,1.0,1.0,371,63.26,554.5
NM,122,408,33,1,1,1.0,1.0,327,61.88999999999999,601.2
SC,93,415,0,0,0,1.0,1.0,228,62.85,591.1999999999999
VT,85,415,0,1,0,1.0,1.0,296,62.1,632.4
TN,59,415,0,3,0,1.0,1.0,262,62.35,690.5
LA,87,415,0,1,0,1.0,1.0,282,62.86,557.5999999999999
OH,137,408,0,0,0,1.0,1.0,285,49.0,466.00000000000006
OR,21,510,31,6,0,1.0,1.0,270,56.77,595.5
DE,129,510,0,0,1,1.0,1.0,311,84.56,727.8
KY,104,415,0,0,0,1.0,1.0,263,48.76,539.4
GA,93,408,21,4,1,1.0,1.0,325,48.209999999999994,495.09999999999997
VT,63,415,0,4,1,1.0,1.0,338,83.52000000000001,781.6
OR,161,415,0,0,0,1.0,1.0,323,48.35000000000001,551.6
TX,50,510,0,3,0,1.0,1.0,330,59.4,556.2
MO,103,408,24,1,0,1.0,1.0,272,53.31,626.6
ND,84,415,33,1,0,1.0,1.0,333,52.89,535.3
MN,92,510,0,1,0,1.0,1.0,332,67.59,667.3
NV,77,415,0,1,0,1.0,1.0,306,61.74000000000001,655.0
NY,64,415,0,1,1,1.0,1.0,245,96.15,884.9999999999999
FL,159,415,15,1,0,1.0,1.0,394,43.68,466.20000000000005
KS,110,415,27,1,1,1.0,1.0,285,78.17,717.6
NV,138,510,0,3,0,1.0,1.0,364,53.620000000000005,528.1
NV,178,408,0,1,0,1.0,1.0,341,73.05,623.6
SC,38,415,31,0,0,1.0,1.0,294,69.26,749.9
MI,50,415,35,2,0,1.0,1.0,301,56.09000000000001,551.9
MI,45,510,26,1,0,1.0,1.0,331,33.32,313.3
TN,70,510,0,0,0,1.0,1.0,303,47.620000000000005,533.4
NY,147,510,33,3,0,1.0,1.0,310,75.07,709.4
NV,94,510,0,1,0,1.0,1.0,305,53.88999999999999,495.09999999999997
IL,179,510,0,0,0,1.0,1.0,308,48.21,511.4
MS,116,415,0,2,0,1.0,1.0,265,65.02,592.8
ND,59,510,0,0,0,1.0,1.0,287,62.14,602.4000000000001
NC,165,415,0,0,0,1.0,1.0,297,53.900000000000006,434.9
MI,133,408,0,2,1,1.0,1.0,362,75.28999999999999,635.8
TN,140,415,0,1,0,1.0,1.0,303,49.550000000000004,561.9
VT,93,408,32,2,0,1.0,1.0,281,50.290000000000006,551.0999999999999
OK,52,510,38,0,0,1.0,1.0,274,57.93000000000001,575.4000000000001
DE,64,415,27,1,0,1.0,1.0,320,56.519999999999996,507.6
ND,12,510,0,2,0,1.0,1.0,357,59.29,563.0
OR,48,415,0,2,0,1.0,1.0,294,67.6,649.5999999999999
NY,181,408,0,1,0,1.0,1.0,251,52.65,568.1
MO,168,415,42,2,0,1.0,1.0,281,44.779999999999994,486.29999999999995
FL,155,415,0,3,0,1.0,1.0,328,55.72,528.9
ND,105,510,0,0,0,1.0,1.0,339,72.31,675.4
NY,11,415,0,2,0,1.0,1.0,286,60.330000000000005,636.5
ND,182,415,0,2,0,1.0,1.0,327,48.480000000000004,569.5999999999999
NY,104,415,0,1,0,1.0,1.0,246,56.52,585.0
OH,102,415,0,0,0,1.0,1.0,356,43.410000000000004,513.0
AL,122,415,0,0,0,1.0,1.0,309,69.83,663.6
SC,41,415,0,1,0,1.0,1.0,338,48.43,499.0
GA,132,415,0,2,0,1.0,1.0,336,61.18,606.1999999999999
WY,76,415,0,1,1,1.0,1.0,323,75.11999999999999,675.6999999999999
WV,13,415,0,1,0,1.0,1.0,265,50.309999999999995,522.9
HI,115,415,33,2,0,1.0,1.0,370,55.91,596.0
WV,67,408,0,1,0,1.0,1.0,243,50.010000000000005,454.2
LA,154,510,0,0,0,1.0,1.0,290,52.0,518.4000000000001
AR,100,510,0,2,0,1.0,1.0,300,48.46,468.09999999999997
AK,146,510,0,1,0,1.0,1.0,289,57.61000000000001,621.3000000000001
DC,148,415,11,1,0,1.0,1.0,317,82.30999999999999,812.3
AL,67,415,28,2,0,1.0,1.0,283,50.78,555.8
UT,161,510,0,1,1,1.0,1.0,341,69.16,711.4
KS,70,415,0,1,0,1.0,1.0,349,66.29,662.2
MN,116,510,0,0,0,1.0,1.0,312,68.61999999999999,675.9
VA,99,415,42,2,1,1.0,1.0,333,68.68,673.0999999999999
UT,87,415,0,1,0,1.0,1.0,285,48.44,490.90000000000003
IN,87,510,0,1,0,1.0,1.0,274,63.660000000000004,589.5
CT,70,408,0,2,0,1.0,1.0,337,62.5,594.3000000000001
DE,131,408,0,2,0,1.0,1.0,298,45.96,502.3
VT,119,510,0,2,0,1.0,1.0,299,60.65,577.2
MO,119,408,32,3,0,1.0,1.0,307,52.87,533.8
RI,87,510,0,0,0,1.0,1.0,258,47.519999999999996,482.99999999999994
CA,112,415,0,5,1,1.0,1.0,317,39.13,386.80000000000007
RI,75,415,0,2,0,1.0,1.0,286,53.49,606.2
CT,150,510,0,4,0,1.0,1.0,304,64.18,658.1000000000001
IN,161,510,38,0,0,1.0,1.0,332,71.63999999999999,664.4000000000001
FL,91,510,24,0,0,1.0,1.0,376,44.99,527.4999999999999
KS,124,415,0,3,0,1.0,1.0,293,55.73,559.3
NY,94,510,0,4,0,1.0,1.0,300,60.05,492.3
TX,217,408,0,4,0,1.0,1.0,353,59.79999999999999,651.1
RI,158,510,0,0,0,1.0,1.0,317,70.37,702.8000000000001
NV,102,415,0,0,0,1.0,1.0,281,58.910000000000004,635.6
UT,85,510,0,0,0,1.0,1.0,329,64.93,611.7
OK,79,510,0,1,0,1.0,1.0,290,52.28,564.3
MN,139,510,25,2,0,1.0,1.0,276,43.23,470.1
NC,103,415,0,0,0,1.0,1.0,301,72.44,667.5
OR,98,415,0,1,0,1.0,1.0,254,33.64,446.2
NH,78,408,0,2,0,1.0,1.0,305,57.49999999999999,605.4000000000001
AK,50,408,0,1,0,1.0,1.0,327,47.66,453.49999999999994
OR,161,415,0,1,0,1.0,1.0,275,51.22,470.70000000000005
KS,67,408,0,0,0,1.0,1.0,345,53.540000000000006,508.5
WV,86,415,38,1,0,1.0,1.0,384,42.099999999999994,408.4
GA,92,510,0,0,0,1.0,1.0,304,58.029999999999994,491.9
NM,174,415,0,1,0,1.0,1.0,315,63.809999999999995,542.0999999999999
OH,124,510,0,1,0,1.0,1.0,303,52.35000000000001,470.90000000000003
ND,132,415,31,1,0,1.0,1.0,291,61.11,603.2
RI,190,415,26,1,0,1.0,1.0,265,42.790000000000006,447.6
HI,101,510,0,1,0,1.0,1.0,349,42.44,495.59999999999997
WY,185,415,30,2,0,1.0,1.0,328,51.4,544.1
NY,68,415,29,0,0,1.0,1.0,263,68.26,621.0
KS,117,510,25,0,0,1.0,1.0,325,71.02,719.8
LA,118,408,0,1,0,1.0,1.0,289,60.76,610.8000000000001
PA,124,415,0,0,0,1.0,1.0,382,55.99,520.5
NV,22,510,0,1,0,1.0,1.0,315,57.870000000000005,583.9
MN,75,415,0,1,0,1.0,1.0,339,53.11,537.1999999999999
PA,134,408,0,1,0,1.0,1.0,393,64.75,629.9
MO,164,408,25,1,0,1.0,1.0,253,56.24,435.00000000000006
NY,44,510,0,1,0,1.0,1.0,272,50.529999999999994,536.4
ME,177,415,0,2,0,1.0,1.0,287,67.39999999999999,632.7
NH,110,408,0,0,0,1.0,1.0,277,57.98,573.9
WY,53,415,27,1,0,1.0,1.0,286,33.97,467.0
NY,108,415,0,4,1,1.0,1.0,288,51.010000000000005,528.3
ME,80,408,0,0,1,1.0,1.0,339,82.8,713.8
MN,158,408,0,1,0,1.0,1.0,290,66.14999999999999,649.4000000000001
OH,114,415,0,0,0,1.0,1.0,284,57.36,587.0
NC,64,408,19,1,0,1.0,1.0,342,80.65,744.4
SD,88,415,0,3,0,1.0,1.0,266,65.93,614.8999999999999
UT,82,510,0,3,0,1.0,1.0,280,64.89,610.0
KY,111,415,0,3,0,1.0,1.0,315,71.88,643.5999999999999
MT,60,408,0,2,0,1.0,1.0,322,70.05,596.0999999999999
NJ,113,408,0,3,0,1.0,1.0,308,56.44,632.6999999999999
FL,109,408,0,1,0,1.0,1.0,367,68.75999999999999,700.2
IN,105,510,42,0,0,1.0,1.0,255,50.629999999999995,579.5
DE,85,510,0,2,0,1.0,1.0,323,62.629999999999995,573.7
AL,131,510,0,0,0,1.0,1.0,253,53.160000000000004,526.6999999999999
ME,59,510,0,2,0,1.0,1.0,293,56.85,538.8000000000001
SD,148,408,0,1,0,1.0,1.0,300,55.96,530.2
VA,210,408,0,2,0,1.0,1.0,267,43.73,515.7
AK,115,415,0,0,0,1.0,1.0,296,67.49,641.3000000000001
ID,106,510,0,1,0,1.0,1.0,267,72.39,639.8
RI,93,415,0,1,0,1.0,1.0,325,52.95,610.4000000000001
KY,57,415,29,1,0,1.0,1.0,326,81.38,767.7
ND,98,510,0,1,0,1.0,1.0,348,58.010000000000005,569.6999999999999
HI,157,415,0,3,0,1.0,1.0,297,68.45000000000002,595.8000000000001
WI,116,415,35,1,0,1.0,1.0,297,69.15,696.0
WV,30,510,0,2,0,1.0,1.0,311,58.89,595.5
NJ,111,510,0,4,1,1.0,1.0,270,51.269999999999996,503.9
KS,52,415,0,0,0,1.0,1.0,297,58.51,596.8000000000001
AL,72,415,0,4,0,1.0,1.0,302,64.18,600.5
NJ,135,510,28,2,1,1.0,1.0,352,65.64,615.6
NC,86,510,0,3,0,1.0,1.0,339,62.019999999999996,638.7
DE,98,415,29,3,0,1.0,1.0,269,57.51,546.2
WY,151,510,0,3,0,1.0,1.0,313,58.1,535.0999999999999
ID,118,415,0,0,0,1.0,1.0,328,51.260000000000005,543.3
NY,117,415,0,2,0,1.0,1.0,303,59.97,663.9999999999999
MO,55,510,0,0,0,1.0,1.0,292,57.98,572.7
ID,82,408,0,0,0,1.0,1.0,292,47.69,574.3
IA,152,415,0,1,0,1.0,1.0,305,64.79,553.4000000000001
TN,108,408,15,1,0,1.0,1.0,296,64.99,693.6999999999999
OH,98,408,0,1,1,1.0,1.0,343,56.4,552.4000000000001
IL,130,415,0,3,0,1.0,1.0,298,63.25999999999999,686.6
FL,136,408,0,1,0,1.0,1.0,348,62.089999999999996,576.5999999999999
MA,47,415,0,3,0,1.0,1.0,278,56.839999999999996,602.8
OK,189,415,0,3,0,1.0,1.0,354,66.64,635.4
KY,107,415,0,1,0,1.0,1.0,347,50.550000000000004,481.8
MI,91,415,0,5,1,1.0,1.0,371,54.519999999999996,574.3000000000001
NE,159,415,0,1,1,1.0,1.0,363,66.77,687.6
VA,11,408,24,2,0,1.0,1.0,299,57.400000000000006,655.4
NY,167,415,0,1,0,1.0,1.0,320,61.940000000000005,648.6999999999999
MT,111,408,0,2,0,1.0,1.0,284,48.42,507.40000000000003
VT,99,408,19,2,0,1.0,1.0,305,44.040000000000006,500.3
KS,159,415,19,0,0,1.0,1.0,253,62.54,621.1
VA,114,415,31,2,0,1.0,1.0,297,57.28000000000001,527.3
AL,71,415,0,2,0,1.0,1.0,282,39.18,415.6
PA,122,415,0,1,0,1.0,1.0,211,36.089999999999996,480.2
AL,100,408,25,1,0,1.0,1.0,320,65.99,590.8
WV,83,415,37,1,0,1.0,1.0,316,42.519999999999996,480.5
NV,64,408,0,5,1,1.0,1.0,301,52.24,541.3
TN,105,408,0,1,0,1.0,1.0,316,64.54,588.6999999999999
ID,144,415,33,2,0,1.0,1.0,305,72.27000000000001,670.6
WY,106,415,26,1,1,1.0,1.0,341,79.56000000000002,753.9
TX,19,510,34,1,0,1.0,1.0,330,60.47,652.9999999999999
MA,46,408,0,1,0,1.0,1.0,277,54.17,549.8000000000001
IL,127,510,0,2,0,1.0,1.0,348,64.36999999999999,593.0
LA,9,415,39,1,0,1.0,1.0,343,62.05,583.1
CO,157,415,0,1,0,1.0,1.0,257,62.45,614.1
UT,105,415,0,6,1,1.0,1.0,272,46.58,499.5
MI,105,415,29,0,0,1.0,1.0,323,67.67999999999999,710.9
NH,155,408,0,2,0,1.0,1.0,262,58.120000000000005,507.1
ID,31,415,0,0,0,1.0,1.0,328,51.84,498.1
WA,161,415,0,1,0,1.0,1.0,277,55.61,599.7
MN,95,408,32,0,0,1.0,1.0,267,70.21,632.3000000000001
NY,122,415,0,3,0,1.0,1.0,304,49.45,486.7
MD,37,415,0,2,0,1.0,1.0,286,43.849999999999994,499.40000000000003
GA,132,415,0,5,1,1.0,1.0,323,54.19,495.30000000000007
HI,119,408,24,0,0,1.0,1.0,235,58.03,506.5
AL,16,408,0,1,0,1.0,1.0,280,56.919999999999995,485.2
CT,99,408,0,1,0,1.0,1.0,328,41.459999999999994,444.20000000000005
CO,76,408,26,1,0,1.0,1.0,339,62.17,562.5
KS,167,415,0,4,1,1.0,1.0,317,50.9,522.3
NJ,129,415,0,1,0,1.0,1.0,353,53.94,478.90000000000003
FL,116,408,0,1,0,1.0,1.0,343,51.58,543.4
CA,60,415,0,1,0,1.0,1.0,328,60.85,604.6
KS,128,415,0,0,0,1.0,1.0,347,47.43999999999999,516.6999999999999
TX,47,408,28,0,0,1.0,1.0,283,42.59,444.3
MN,40,510,0,3,0,1.0,1.0,261,59.14,639.9
AK,173,510,0,0,0,1.0,1.0,234,48.97999999999999,428.0
OR,157,510,30,1,0,1.0,1.0,334,70.12,766.8000000000001
MS,66,408,32,2,0,1.0,1.0,323,52.150000000000006,461.90000000000003
VT,50,415,26,0,0,1.0,1.0,284,86.84,779.4
UT,72,415,0,3,0,1.0,1.0,351,47.23,511.79999999999995
KS,130,510,0,1,0,1.0,1.0,277,57.68,606.4999999999999
NV,143,408,0,1,0,1.0,1.0,262,57.339999999999996,614.4
DE,89,510,0,1,0,1.0,1.0,311,49.1,525.6999999999999
IN,108,415,0,0,0,1.0,1.0,255,63.339999999999996,578.8000000000001
TX,32,408,0,1,0,1.0,1.0,325,51.63,484.00000000000006
MA,166,415,0,2,0,1.0,1.0,320,57.24999999999999,512.3000000000001
VT,109,408,0,1,0,1.0,1.0,328,71.25,717.6
CA,72,408,39,1,0,1.0,1.0,303,47.919999999999995,536.9
IA,134,415,32,0,0,1.0,1.0,274,55.699999999999996,501.6
NH,13,415,0,4,0,1.0,1.0,285,60.37,583.8000000000001
GA,90,415,0,3,0,1.0,1.0,299,51.370000000000005,588.4
WI,111,415,36,3,0,1.0,1.0,257,56.47,525.0
CO,101,408,23,1,0,1.0,1.0,295,65.7,555.5999999999999
SC,72,415,0,0,0,1.0,1.0,330,63.81999999999999,601.4
MI,67,510,35,1,0,1.0,1.0,333,68.68,675.1
MD,172,408,0,3,1,1.0,1.0,333,74.75,633.1
IN,154,510,32,2,0,1.0,1.0,291,58.4,571.6
ME,69,510,0,2,0,1.0,1.0,286,65.92,661.8
DC,123,415,0,3,0,1.0,1.0,305,66.64,652.5999999999999
TN,130,415,12,0,0,1.0,1.0,300,54.71,574.6
FL,142,415,26,2,0,1.0,1.0,338,70.88000000000001,720.1999999999999
WA,29,415,0,1,0,1.0,1.0,291,54.28,593.5
HI,87,408,28,0,0,1.0,1.0,327,54.31,553.6
NE,149,415,0,0,0,1.0,1.0,284,41.03,384.2
TN,146,408,0,2,0,1.0,1.0,276,55.4,555.3000000000001
MD,88,415,0,4,1,1.0,1.0,255,76.17999999999999,780.0
NM,119,415,15,5,1,1.0,1.0,317,51.06,460.5
VT,48,510,0,1,0,1.0,1.0,225,58.95,573.2
OR,135,415,0,1,0,1.0,1.0,344,63.94,615.5
IN,100,510,0,1,0,1.0,1.0,339,61.080000000000005,519.0
MO,98,415,0,4,0,1.0,1.0,276,72.1,738.4999999999999
FL,75,510,26,2,0,1.0,1.0,306,47.919999999999995,478.4
DC,180,415,33,1,0,1.0,1.0,282,70.57,679.2
VT,100,415,25,1,0,1.0,1.0,343,69.86,665.6
OH,119,415,35,2,0,1.0,1.0,324,69.07,695.4
MO,86,415,0,0,0,1.0,1.0,237,52.129999999999995,666.9
LA,155,408,39,1,0,1.0,1.0,304,61.84,657.1999999999999
IL,78,415,0,1,1,1.0,1.0,321,72.24,664.0
NJ,153,415,0,1,0,1.0,1.0,322,60.07,580.3
IA,92,510,25,0,0,1.0,1.0,345,51.040000000000006,530.3000000000001
WA,13,510,25,2,0,1.0,1.0,294,52.45,465.09999999999997
NE,154,415,0,3,0,1.0,1.0,336,62.01,612.7
CT,144,510,35,0,0,1.0,1.0,313,63.36,663.0
WV,48,408,0,1,0,1.0,1.0,287,71.38,622.3
ND,94,408,0,1,0,1.0,1.0,294,61.55,630.8000000000001
UT,139,415,0,1,0,1.0,1.0,354,60.32999999999999,597.6
MS,126,415,0,1,0,1.0,1.0,305,66.47,632.6999999999999
MN,122,415,0,2,0,1.0,1.0,319,51.239999999999995,581.8000000000001
NH,139,510,0,1,0,1.0,1.0,324,62.739999999999995,582.9
LA,95,415,0,3,0,1.0,1.0,325,48.22,462.09999999999997
ME,80,408,31,4,0,1.0,1.0,254,58.22,566.1000000000001
KS,131,415,28,3,0,1.0,1.0,320,74.58999999999999,724.3
KS,36,510,0,1,0,1.0,1.0,310,60.31999999999999,600.6
NV,180,510,0,2,0,1.0,1.0,283,54.68,550.4000000000001
MT,25,415,0,2,0,1.0,1.0,312,52.25,545.1
MT,113,415,0,3,0,1.0,1.0,306,65.47999999999999,617.6
ID,88,415,31,1,0,1.0,1.0,319,61.42,613.9999999999999
AK,120,415,0,1,0,1.0,1.0,312,52.57,476.50000000000006
UT,74,415,0,1,0,1.0,1.0,272,37.17999999999999,348.9
AR,109,510,0,2,0,1.0,1.0,299,57.879999999999995,541.3
LA,162,510,33,0,0,1.0,1.0,329,55.99,507.40000000000003
KS,124,510,37,1,0,1.0,1.0,279,57.58,605.8
OR,177,408,0,2,0,1.0,1.0,257,47.82,560.4
WI,91,510,0,1,0,1.0,1.0,299,69.89999999999999,690.7
CO,105,408,0,0,1,1.0,1.0,273,75.71,684.6999999999999
